"color","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_1_facebook_likes","gross","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes","imdb_binary"
" Black and White",209,127,1000,653,1000,57386369,224013,2601,1,2319,"PG-13",52500000,2001,691,7.6,2.35,10000,1
"Color",98,89,17,303,12000,45207112,21283,13390,1,190,"PG-13",5.3e+07,2001,708,5.5,2.35,361,0
"Color",391,123,108,3000,40000,62563543,115216,63769,7,289,"R",5.3e+07,2015,19000,7,2.35,44000,1
"Color",279,135,16000,310,23000,33574332,101221,24468,0,415,"R",9e+07,2006,638,7.1,2.35,0,1
"Color",216,118,473,963,18000,73343413,217480,22517,0,429,"R",5e+07,2009,1000,7.4,2.35,21000,1
"Color",250,189,0,1000,16000,25031037,155496,22186,0,532,"R",5.3e+07,2007,3000,7.6,2.35,0,1
"Color",78,172,438,466,852,22843047,6082,2397,1,207,"R",5.5e+07,1998,637,5.9,1.85,853,0
"Color",106,124,161,681,21000,5755286,18310,26334,1,63,"PG-13",5.5e+07,2007,3000,5.9,2.35,672,0
"Color",194,141,14000,3000,29000,164435221,525801,48153,0,667,"PG-13",5.2e+07,2002,15000,8,1.85,15000,1
"Color",558,157,0,304,1000,95720716,216032,2759,0,640,"R",4e+07,2012,1000,7.4,1.85,39000,1
"Color",183,106,235,931,4000,118683135,102167,8315,1,483,"PG-13",5.2e+07,2006,957,5.8,1.85,0,0
"Color",238,108,58,838,14000,143704210,145974,26002,1,611,"PG-13",5.2e+07,2008,11000,6.3,2.35,10000,1
"Color",186,125,0,11000,14000,110476776,95437,45696,12,211,"PG-13",5.2e+07,2010,12000,5.7,1.85,9000,0
"Color",144,107,422,379,631,80270227,66382,2297,5,612,"PG-13",5e+07,2005,534,5.1,2.35,0,0
"Color",156,215,0,463,648,36385763,138941,1937,0,1448,"R",5.2e+07,1998,568,7.6,2.35,0,1
"Color",215,118,71,634,16000,37035845,136680,28045,2,149,"R",5.2e+07,2011,10000,6.4,2.35,13000,1
"Color",140,118,869,21,134,34580635,100743,209,1,549,"R",5.2e+07,1999,27,7.4,2.35,0,1
"Color",133,178,17000,574,22000,42438300,333542,24183,2,533,"R",5.2e+07,1995,721,8.2,2.35,11000,1
"Color",203,92,180,75,211,23324666,97775,488,1,211,"R",5.2e+07,2010,135,6.5,2.35,0,1
"Color",127,104,13,343,961,23020488,42324,2422,3,180,"PG-13",5.2e+07,2003,691,5.5,2.35,846,0
"Color",155,116,101,79,889,90567722,185878,1711,1,481,"R",5.1e+07,2000,624,6.5,1.85,0,1
"Color",98,90,176,523,677,72601713,21396,2055,1,155,"PG",5.1e+07,2006,560,5.6,1.85,605,0
"Color",71,93,14,728,2000,35092918,15740,5468,0,110,"PG",NA,2006,1000,4.9,1.85,1000,0
"Color",299,130,129,12000,21000,296623634,220758,64040,2,919,"PG-13",5e+07,2009,17000,4.6,2.35,13000,0
"Color",212,90,80,21,145,267652016,467113,275,1,945,"PG",6e+07,2001,50,7.9,1.85,0,1
"Color",413,106,53,593,13000,62453315,200035,14607,2,407,"PG-13",50200000,2011,963,7.1,1.85,36000,1
"Color",67,155,58,720,25000,165500000,145257,38518,0,322,"PG-13",4.8e+07,1991,11000,6.9,1.85,0,1
"Color",109,139,488,597,10000,153620822,189923,12182,0,318,"R",5e+07,1996,743,7.3,1.85,0,1
"Color",457,112,3000,1000,15000,218628680,471644,21773,1,623,"R",5e+07,2012,3000,7,1.85,74000,1
"Color",156,139,274,285,625,147637474,224671,1474,0,470,"PG-13",5e+07,1997,440,7.7,1.85,11000,1
"Color",55,115,293,878,49000,135014968,80580,74382,1,375,"PG-13",5e+07,1998,22000,6.7,2.35,0,1
"Color",272,143,285,7000,11000,2175312,131227,28176,2,346,"PG-13",5e+07,2013,8000,6.3,2.35,41000,1
"Color",117,96,65,828,12000,126203320,110432,26826,1,309,"PG-13",5e+07,2002,11000,5.8,1.85,0,0
"Color",539,112,14000,417,1000,126975169,287822,3388,0,849,"PG-13",5e+07,2011,560,7.1,2.35,37000,1
"Color",169,131,0,658,8000,125548685,135246,10003,0,498,"R",5.2e+07,2000,883,7.3,1.85,0,1
"Color",140,116,80,651,11000,105807520,156717,14087,2,357,"PG-13",5e+07,2003,1000,6.4,1.85,0,1
"Color",330,112,97,584,17000,191616238,258186,19428,2,322,"R",5e+07,2014,920,7.1,2.35,24000,1
"Color",120,123,277,4000,11000,105264608,239752,25697,0,406,"R",6e+07,1994,10000,7.6,1.85,11000,1
"Color",190,104,235,1000,14000,97680195,271691,29505,1,243,"PG-13",7e+07,2008,11000,6.8,2.35,0,1
"Color",177,107,43,569,12000,126088877,33354,14569,2,110,"PG-13",5e+07,2016,919,6.6,2.35,10000,1
"Color",65,124,0,701,8000,91030827,46482,9988,2,252,"PG-13",5e+07,1998,818,6.7,2.35,0,1
"Color",145,96,51,322,8000,150315155,54010,10886,2,130,"PG-13",5e+07,2015,2000,6.1,1.85,13000,1
"Color",321,125,252,10000,40000,127997349,101178,62837,1,779,"PG",5e+07,2014,11000,6,2.39,90000,1
"Color",230,129,0,277,18000,88504640,273108,19148,2,646,"R",4.5e+07,2006,412,7.6,2.35,0,1
"Color",143,90,241,416,1000,81517441,111368,3148,1,394,"R",5e+07,1999,495,7.1,2.35,0,1
"Color",55,109,155,293,426,81022333,34471,1761,0,147,"PG-13",5e+07,1995,387,5,1.85,0,0
"Color",257,124,488,1000,19000,75621915,111003,36873,3,199,"PG",NA,2011,13000,7.1,1.85,22000,1
"Color",279,121,295,329,12000,79948113,186879,13421,0,791,"PG-13",5e+07,2009,748,6.2,2.35,0,1
"Color",143,95,9,11000,14000,88658172,58412,37967,2,242,"PG-13",5e+07,2006,11000,5.6,2.35,2000,0
"Color",196,128,62,874,6000,75888270,71153,10163,0,560,"PG-13",NA,2005,989,5.4,1.85,0,0
"Color",310,118,43,7000,33000,84244877,375456,57426,7,292,"PG-13",5e+07,2011,15000,7.4,2.39,44000,1
"Color",116,80,12,58,13000,75367693,58961,13430,0,232,"PG",3.5e+07,2004,258,5,1.85,795,0
"Color",105,99,148,660,2000,73701902,27548,6729,1,209,"PG",6e+07,2004,843,5.2,2.35,0,0
"Color",419,133,152,11000,22000,75605492,283563,53094,1,312,"PG-13",5e+07,2011,18000,7.6,1.85,27000,1
"Color",64,127,249,808,18000,67823573,91176,30383,3,130,"R",5e+07,1995,11000,6.6,1.85,0,1
"Color",359,106,174,660,14000,91439400,200647,16967,0,384,"PG-13",5e+07,2014,664,7,2.35,24000,1
"Color",166,98,99,433,12000,67128202,43328,14007,3,110,"PG",6.5e+07,2009,536,5.7,2.35,0,0
"Color",525,132,160,443,20000,70496802,791783,22417,1,2042,"R",5.4e+07,2005,979,8.2,2.35,48000,1
"Color",165,114,71,55,154,60470220,81444,428,2,192,"PG-13",5e+07,2003,131,6.2,2.35,955,1
"Color",87,78,5,1000,8000,58336565,12845,11124,0,118,"G",5e+07,2006,2000,6.6,1.85,624,1
"Color",117,101,23,541,660,66002004,36431,2177,1,168,"G",5e+07,2005,651,4.7,1.85,1000,0
"Color",113,113,39,477,1000,54997476,40362,3341,0,248,"R",5e+07,2001,912,6.3,2.35,970,1
"Color",349,98,75,467,10000,55682070,159868,11946,2,304,"R",5e+07,2013,520,6.1,2.35,45000,1
"Color",152,124,213,372,838,52752475,63067,2583,0,533,"R",5e+07,2002,593,6.7,1.85,0,1
"Color",288,109,154,144,15000,55092830,195043,15608,1,329,"PG-13",6e+07,2011,348,6.1,1.85,27000,1
"Color",358,128,79,414,13000,50815288,109188,14747,0,625,"R",5e+07,2005,903,7,2.35,0,1
"Color",204,144,0,681,769,52822418,47764,3580,0,219,"R",5e+07,2016,726,7.4,2.35,44000,1
"Color",156,95,34,679,17000,50150619,45580,19513,1,102,"PG",5e+07,2014,995,7.3,2.35,18000,1
"Color",171,105,12,935,87000,48745150,50170,101383,1,306,"PG-13",5e+07,2006,11000,5.8,2.35,773,0
"Color",76,121,16000,826,16000,50007168,39529,19139,0,142,"R",5e+07,1997,1000,6.7,2.35,1000,1
"Color",97,125,0,957,10000,48154732,60326,15569,1,142,"R",5e+07,1997,2000,5.8,2.35,2000,0
"Color",157,129,21000,283,495,48265581,261069,1397,1,506,"R",5e+07,1997,294,7.8,2.35,25000,1
"Color",267,132,50,368,992,46982632,172792,1933,0,1740,"R",5e+07,2006,495,6.6,2.35,0,1
"Color",118,118,41,585,18000,44737059,48322,24024,1,261,"PG-13",5e+07,2000,4000,6.5,1.85,0,1
"Color",291,113,22,1000,3000,56724080,172112,8398,7,181,"R",5e+07,2012,1000,6.7,1.85,39000,1
"Color",68,140,473,294,18000,44484065,107227,20152,2,279,"R",5e+07,1998,822,7.3,2.35,3000,1
"Color",228,89,77,159,490,47553512,54101,1367,0,210,"PG-13",5e+07,2014,298,5.8,1.85,15000,0
"Color",36,104,644,174,437,42610000,60293,1093,1,114,"R",5.5e+07,1994,289,5.5,1.85,669,0
"Color",105,106,287,767,16000,41482207,68428,19610,0,148,"PG-13",5e+07,1990,823,6.3,1.85,0,1
"Color",276,141,71,3000,21000,47105085,136973,30183,1,275,"R",5e+07,2014,3000,7.4,2.35,47000,1
"Color",93,124,75,258,294,41256277,46451,1289,2,156,"R",5e+07,1997,273,5.9,2.35,0,0
"Color",191,98,38,706,14000,50740078,151580,16791,1,672,"R",4.5e+07,2004,919,6.2,2.35,0,1
"Color",143,108,17,186,14000,40203020,74315,15634,1,259,"R",4e+07,2004,1000,5.9,2.35,0,0
"Color",124,114,73,323,18000,40905277,45895,19739,3,157,"R",5e+07,2003,886,6.5,2.35,1000,1
"Color",47,101,0,158,854,38590500,17997,1860,1,140,"R",5e+07,1994,643,4.4,2.35,812,0
"Color",66,93,0,717,12000,39177541,20310,14899,1,177,"PG",5e+07,2005,722,3.5,1.85,0,0
"Color",118,119,0,39,29000,39778599,176169,29461,0,548,"R",5e+07,2000,414,6.6,2.35,0,1
"Color",93,119,0,434,627,37486138,30890,2052,1,106,"PG-13",5e+07,2004,508,6,1.85,718,1
"Color",235,99,160,72,330,38105077,58349,701,0,194,"R",4e+07,2009,119,6.4,2.35,0,1
"Color",113,137,0,432,24000,35168395,26034,25469,0,226,"PG-13",5e+07,1999,743,6.5,2.35,0,1
"Color",51,117,31,210,2000,32800000,34896,3016,1,118,"R",4e+07,1996,472,4.3,1.85,877,0
"Color",98,87,9,1000,15000,33643461,11257,20061,0,65,"PG",5e+07,2010,2000,4.2,2.35,0,0
"Color",315,129,16000,447,13000,32741596,80140,14344,0,323,"PG-13",5e+07,2010,563,6.5,2.35,16000,1
"Color",136,115,58,401,33000,31874869,43574,34606,0,302,"R",5e+07,2002,455,6.1,1.85,0,1
" Black and White",61,132,503,282,45000,30306268,62981,58528,0,84,"R",5e+07,1995,13000,6.3,1.85,0,1
"Color",209,131,73,163,879,27667947,86374,1344,0,392,"R",5e+07,2007,184,6.2,2.35,3000,1
"Color",99,95,0,323,13000,27067160,18404,14706,1,150,"R",5e+07,1999,559,5.9,1.85,0,0
"Color",298,125,487,201,430,26616999,92461,1300,3,347,"PG-13",4e+07,2013,329,5.9,2.35,43000,0
"Color",131,98,323,511,933,26536120,49926,3357,0,286,"R",5e+07,2003,631,6.5,2.35,0,1
"Color",146,110,16000,581,16000,26199517,34356,18635,1,260,"R",5e+07,2002,1000,6.4,2.35,705,1
"Color",245,118,670,294,6000,25450527,80196,7654,0,190,"R",5e+07,2009,450,6.5,2.35,0,1
"Color",104,101,0,764,12000,25407250,54021,15935,0,227,"R",5e+07,1996,898,5.7,2.35,0,0
"Color",162,90,663,521,14000,23159305,128455,16358,1,514,"PG",7e+07,1999,631,8,2.35,0,1
"Color",259,119,0,639,13000,24006726,139535,15757,8,632,"R",5e+07,2004,1000,7.3,2.35,0,1
"Color",79,139,378,303,11000,20389967,3077,12786,1,47,"R",5e+07,2016,552,6.7,1.85,10000,1
"Color",141,130,317,256,18000,19593740,88270,32637,0,420,"R",5e+07,2003,14000,7.5,2.35,0,1
"Color",59,100,65,730,1000,19118247,19829,6171,5,94,"PG-13",4e+07,2005,923,5.4,2.35,779,0
"Color",236,114,174,655,14000,26442251,76010,16992,2,205,"R",5e+07,2015,988,6.6,2.35,15000,1
"Color",356,96,0,509,10000,17114882,189249,17211,1,398,"R",2.5e+07,2007,6000,7.7,1.85,0,1
"Color",120,110,134,795,23000,18472363,63599,25049,3,208,"PG-13",5e+07,2005,1000,5.8,2.35,0,0
"Color",111,158,0,15,51,14131298,55889,144,0,390,"R",3.9e+08,1999,40,6.4,2.35,0,1
"Color",208,102,234,11000,20000,21557240,85237,45202,3,274,"R",49900000,2011,11000,5.6,2.35,18000,0
"Color",174,84,260,692,6000,21283440,46239,8018,0,137,"PG-13",5.5e+07,2011,694,6,2.35,0,1
"Color",59,115,333,317,972,10556196,16562,2606,2,73,"PG-13",5e+07,1997,713,6.2,2.35,697,1
"Color",22,99,32,479,1000,16671505,33186,2949,1,78,"PG",5e+07,1994,619,5.9,1.85,0,0
"Color",34,135,596,2000,10000,10400000,12037,15820,1,90,"R",5e+07,1995,3000,5.1,2.35,943,0
"Color",214,108,218,405,6000,9528092,38513,10191,2,127,"PG-13",2.2e+07,2010,3000,6.8,2.35,9000,1
"Color",186,127,12000,897,984,10137232,58015,5702,0,374,"R",5e+07,2005,940,6,2.35,0,1
"Color",50,107,607,602,2000,9795017,9227,5461,0,70,"R",5e+07,1995,979,5.1,1.85,422,0
"Color",180,95,83,1000,18000,20488579,113483,29926,1,245,"R",5e+07,2009,8000,5.8,1.85,0,0
"Color",231,124,98,592,1000,19445217,67796,3580,7,258,"PG-13",6e+07,2013,852,6.2,2.35,14000,1
"Color",105,109,0,809,49000,8355815,34730,52885,2,341,"R",5.5e+07,2002,811,6.4,1.85,0,1
"Color",226,102,0,1000,14000,28837115,34964,24107,4,150,"PG-13",5e+07,2016,8000,4.8,2.35,28000,0
"Color",75,88,5,338,11000,6471394,15880,11972,5,93,"PG-13",5e+07,2004,387,4.9,2.35,288,0
"Color",82,87,0,591,2000,6291602,8070,3954,0,91,"R",5e+07,2000,602,5.6,1.85,255,0
"Color",296,104,71,982,12000,10706786,81800,16481,1,211,"R",5e+07,2011,2000,5.5,1.85,15000,0
"Color",103,96,43,77,841,8742261,19824,1385,2,179,"PG-13",1.8e+07,2009,342,3.7,2.35,0,0
"Color",98,85,70,848,26000,43905746,77684,32831,1,294,"PG-13",4.9e+07,2001,5000,5.9,2.35,0,0
"Color",48,104,212,380,879,21413502,14429,2795,5,113,"R",4e+07,1990,560,6.3,2.35,2000,1
"Color",195,135,628,830,22000,7994115,90932,24316,2,209,"R",NA,2009,882,7.4,2.35,21000,1
"Color",223,190,0,215,599,124107476,170684,1418,0,867,"R",4.8e+07,2000,399,7.6,1.85,0,1
"Color",149,127,14000,440,11000,197171806,515306,12884,5,477,"PG-13",4.8e+07,1989,844,8.3,2.35,0,1
"Color",324,129,456,0,2000,12802907,70886,2035,1,226,"R",NA,2012,35,6.6,2.35,36000,1
"Color",371,120,662,502,20000,31569268,172965,23051,0,627,"R",4.9e+07,2015,2000,6.9,2.35,67000,1
"Color",75,118,176,308,18000,66488090,120202,29748,2,397,"R",4.8e+07,1999,11000,6.7,2.35,0,1
"Color",233,112,21000,237,17000,95308367,206104,18141,0,850,"R",4.8e+07,2002,324,6.8,2.35,0,1
"Color",150,114,737,393,2000,60652036,137854,3743,1,560,"R",4.8e+07,1999,490,7.1,2.35,3000,1
"Color",172,137,79,194,27000,1206135,40568,27666,3,185,"R",5e+07,2015,254,6.4,2.35,18000,1
"Color",103,112,109,261,779,56607223,93367,1823,8,497,"PG-13",4.8e+07,2001,629,6.4,2.35,0,1
"Color",140,120,34,1000,18000,50173190,148490,33615,1,537,"PG-13",4.8e+07,2001,12000,7.4,2.35,0,1
"Color",125,123,446,821,20000,47095453,64595,22209,1,316,"PG-13",4.8e+07,2001,1000,6.4,1.85,0,1
"Color",125,93,11000,484,3000,37879996,81888,5390,2,254,"PG-13",4.8e+07,2000,575,6,2.35,0,1
"Color",36,123,0,886,12000,25900000,12771,18793,1,84,"R",5.8e+07,1984,5000,6.5,1.85,828,1
"Color",295,122,446,600,23000,53574088,237872,33548,1,560,"R",5.5e+07,2007,8000,7.8,2.35,0,1
"Color",222,115,118,482,14000,89253340,133436,16967,0,323,"PG-13",4.8e+07,2014,794,6,2.35,38000,1
"Color",158,123,0,23,3000,37339525,71708,3768,1,307,"R",4.8e+07,1998,745,7,1.85,0,1
"Color",72,96,0,302,2000,60154431,122347,3718,1,345,"PG-13",4.7e+07,1996,1000,6,2.35,0,1
"Color",72,105,631,327,678,103738726,47819,2096,1,164,"PG",1e+08,1990,631,6.1,1.85,2000,1
"Color",152,113,323,835,1000,69304264,73068,4660,0,419,"R",4.8e+07,1999,977,6.8,2.35,0,1
"Color",89,132,545,807,919,29781453,22447,4796,1,210,"PG-13",4.8e+07,2001,811,6.4,1.85,0,1
"Color",93,75,0,677,4000,15519841,8693,6863,3,71,"PG",4.7e+07,2006,769,4.5,1.85,261,0
"Color",46,108,350,77,8000,5600000,11913,8349,1,97,"R",4.7e+07,1996,115,5.8,1.85,616,0
"Color",84,105,29,692,8000,126805112,98199,12344,1,169,"PG-13",4.6e+07,1997,1000,6.3,2.35,0,1
"Color",142,102,148,135,8000,93607673,47573,9176,4,343,"PG-13",4.8e+07,2001,973,5.7,2.35,881,0
"Color",185,118,22000,319,14000,67263182,218771,15658,0,651,"R",4.6e+07,2002,509,7.2,2.35,0,1
"Color",143,111,906,906,1000,92001027,97838,6315,2,286,"PG-13",4.5e+07,1996,1000,7.6,2.35,3000,1
"Color",178,81,39,364,13000,10539414,45729,14619,1,176,"PG-13",4.7e+07,2010,541,4.7,2.35,0,0
"Color",65,116,380,826,18000,58918501,40126,33233,1,107,"R",4.6e+07,1996,13000,6.6,1.85,975,1
"Color",73,86,293,255,509,181395380,220392,2070,1,243,"PG-13",4.5e+07,1997,418,6.8,1.85,0,1
"Color",72,127,65,345,788,14946229,2581,2104,1,29,"R",2.5e+07,2016,423,7.3,2.35,0,1
"Color",35,91,32,628,924,130512915,60884,3244,2,85,"PG",4.5e+07,1994,664,4.8,1.33,0,0
"Color",358,98,118,558,14000,139852971,238671,16410,0,461,"PG-13",4.5e+07,2012,935,6.3,2.35,63000,1
"Color",151,84,119,750,807,110000082,111526,3629,7,347,"PG-13",4.8e+07,2003,780,5.5,1.85,0,0
"Color",140,109,80,213,545,106807667,137377,1574,1,370,"PG-13",4.5e+07,2000,337,6.2,1.85,0,1
"Color",201,93,40,311,14000,101702060,85323,17925,0,212,"PG",4.5e+07,2008,3000,5.8,1.85,0,0
"Color",77,113,0,995,11000,95149435,53687,15362,2,152,"G",4e+07,2004,1000,5.7,1.85,1000,0
"Color",43,141,79,956,18000,100768056,59569,30063,0,89,"PG-13",4.5e+07,1993,8000,6.5,2.35,0,1
"Color",39,119,541,551,821,92115211,45798,4043,3,94,"PG-13",4.5e+07,1994,577,6.7,2.35,1000,1
"Color",207,97,0,760,11000,93452056,184795,14868,1,310,"PG-13",4.5e+07,2007,2000,7.4,1.85,22000,1
"Color",47,117,176,308,11000,83287363,81442,12757,1,137,"R",4.5e+07,1992,530,6.9,2.35,0,1
"Color",132,101,126,586,3000,82931301,43358,6292,0,228,"PG-13",6e+07,2005,949,5.5,2.35,0,0
"Color",454,153,777,1000,20000,60962878,383591,37321,2,620,"R",4.6e+07,2013,15000,8.1,1.85,86000,1
"Color",109,122,845,854,18000,76261036,305929,22370,2,633,"R",4.5e+07,2001,881,7.7,2.35,0,1
"Color",213,102,23,436,25000,71423726,123558,26998,3,609,"PG",4.5e+07,1999,724,7.3,2.35,19000,1
"Color",127,83,322,179,1000,71277420,119590,1645,7,548,"R",4.5e+07,2001,422,5.2,1.85,0,0
"Color",398,103,33,84,970,88625922,75176,1336,3,252,"PG",4.5e+07,2011,91,7.1,1.85,26000,1
"Color",184,110,45,595,886,70001065,191437,3174,1,582,"R",4.5e+07,1998,650,7.1,2.35,0,1
"Color",127,136,49,730,17000,67253092,92702,20299,0,209,"PG-13",3e+07,2005,807,7.2,2.35,0,1
"Color",167,91,50,67,521,66790248,57281,758,0,350,"R",4.5e+07,2002,108,6.5,2.35,0,1
"Color",119,89,49,514,2000,65557989,73539,3717,0,271,"PG-13",4.5e+07,1997,902,4.6,2.35,0,0
"Color",155,107,18,560,811,60786269,90539,3106,5,379,"PG-13",4.5e+07,2000,625,5.6,2.35,0,0
"Color",218,129,628,548,14000,59365105,318634,28886,9,1004,"R",4.5e+07,2003,14000,7.7,2.35,52000,1
"Color",117,95,487,1000,18000,162792677,211226,24205,0,317,"G",1.2e+08,1998,1000,7.2,2.35,0,1
"Color",208,122,117,140,40000,31598308,124765,41636,1,541,"R",3.5e+07,2001,1000,6.8,2.35,0,1
"Color",38,110,49,20,13000,57362581,50148,13331,2,116,"R",4.5e+07,1994,279,5.4,1.85,0,0
"Color",48,135,41,808,982,53854588,37911,3648,0,73,"R",4.5e+07,1996,843,6.3,2.35,1000,1
"Color",94,95,58,3000,14000,52580895,30255,27351,1,118,"PG",4.5e+07,2005,8000,5.6,2.35,743,0
"Color",276,109,37,651,11000,51019112,155745,14073,0,1053,"PG",5e+07,2005,2000,6.8,2.35,10000,1
"Color",59,93,38,631,1000,48114556,9380,4604,1,91,"PG",2.6e+07,2004,641,4.3,2.35,531,0
"Color",216,94,85,443,14000,50648679,149549,16225,1,348,"R",4.5e+07,2007,706,6.3,2.35,0,1
"Color",173,117,153,734,35000,46280507,87165,49743,0,184,"PG-13",4e+07,2014,11000,6.5,1.85,12000,1
"Color",99,112,61,501,1000,38360195,21215,3757,1,116,"PG-13",4.5e+07,2006,976,6.4,2.35,0,1
"Color",42,111,161,132,11000,46815748,32544,12161,1,69,"PG-13",4.5e+07,1994,894,6.3,2.35,0,1
"Color",25,96,0,563,1000,35617599,20688,2965,1,47,"PG",4.5e+07,1995,845,5.9,1.85,0,0
" Black and White",339,141,0,404,749,47307550,104301,1948,4,269,"R",4.5e+07,2012,463,6.5,2.35,28000,1
"Color",127,94,160,167,550,32003620,79141,1102,1,355,"PG-13",2.5e+07,2004,216,6.5,2.35,2000,1
"Color",122,87,29,252,427,27972410,114692,1461,1,285,"PG",3.5e+07,2003,304,6.1,1.85,2000,1
"Color",105,88,8,8000,12000,28133159,30055,33822,1,70,"PG",5e+07,2006,11000,5.9,1.85,593,0
"Color",144,177,0,202,913,27400000,97087,2449,3,569,"PG-13",4e+07,1984,362,6.6,2.35,11000,1
"Color",156,133,278,107,5000,24343673,91860,5405,0,524,"PG-13",4.5e+07,2007,117,7.4,2.35,14000,1
"Color",323,119,0,10000,29000,22877808,152591,53895,0,414,"R",3.5e+07,2008,14000,7.3,2.35,0,1
"Color",199,102,503,795,13000,36883539,112769,15053,2,305,"PG-13",5.2e+07,2006,929,6.6,2.35,0,1
"Color",164,101,326,510,14000,22531698,81523,15990,0,214,"PG-13",7e+07,2008,844,5.6,2.35,0,0
"Color",39,91,29,322,2000,20400913,15455,3855,1,80,"R",4.5e+07,1996,461,5.3,1.85,451,0
"Color",43,117,11000,451,905,20101861,24757,2348,0,81,"PG-13",4.5e+07,1996,484,6,2.35,0,1
"Color",82,86,13,553,1000,25200412,16580,3423,3,55,"PG",4.5e+07,2009,701,5.4,1.85,916,0
"Color",150,124,0,19,723,19719930,42621,793,0,531,"R",4.5e+07,2001,44,6.8,2.35,0,1
"Color",168,134,38,2000,11000,19377727,35140,24351,3,409,"PG-13",4.5e+07,2005,8000,6.4,2.35,0,1
"Color",432,95,38,20,409,13401683,203461,578,0,588,"R",3.5e+07,2012,107,7.1,2.35,46000,1
"Color",60,100,23,579,1000,17300889,27648,3855,0,148,"PG",4.5e+07,1996,642,4.9,2.35,0,0
"Color",85,220,0,820,13000,15527125,11388,15006,2,183,"PG-13",5.7e+07,2000,861,5.8,2.35,652,0
" Black and White",83,212,0,805,12000,13560960,23996,21130,0,161,"R",5e+07,1995,5000,7.1,2.35,915,1
"Color",343,128,2000,501,854,15523168,132423,2507,2,349,"PG-13",4.5e+07,2010,766,7.2,2.35,15000,1
"Color",106,106,208,855,3000,11146409,26551,6558,0,273,"R",4.5e+07,1998,1000,6,2.35,0,1
"Color",158,160,0,826,23000,7916887,15697,26982,0,182,"R",4.5e+07,2008,1000,6,2.35,0,1
"Color",189,114,611,10,879,6565495,36455,949,2,229,"R",4.5e+07,2006,52,7,2.35,0,1
"Color",125,99,15,61,12000,15279680,48245,12166,1,154,"R",4e+07,2008,68,5.4,1.85,0,0
"Color",87,74,188,865,11000,7262288,17307,13917,2,186,"PG-13",4e+07,2002,1000,6.5,1.85,892,1
"Color",115,139,179,50,267,4584886,19114,538,0,115,"R",4.5e+07,2007,202,6.4,2.35,0,1
"Color",24,103,170,269,849,2154540,3803,2457,2,41,"R",4.5e+07,1997,623,4.9,2.35,68,0
"Color",152,101,32,104,219,8129455,89568,661,1,142,"PG",4.5e+07,2011,141,6.3,2.35,17000,1
"Color",656,130,0,650,1000,136019448,452465,3133,1,695,"R",44500000,2012,660,7.7,2.35,89000,1
"Color",119,130,99,812,11000,183875760,213668,13357,1,270,"PG-13",4.4e+07,1993,1000,7.8,1.85,0,1
"Color",161,110,72,789,18000,67061228,96565,21554,1,135,"PG-13",4e+07,2010,1000,5.5,2.35,0,0
" Black and White",73,147,272,893,22000,53300852,154487,37076,3,259,"R",4.4e+07,1996,11000,7.5,2.35,0,1
"Color",96,96,170,668,13000,150415432,117606,15662,0,217,"R",4.4e+07,1985,738,6.4,2.35,0,1
"Color",28,118,13,643,23000,44834712,13995,26907,1,62,"R",4.4e+07,1996,2000,5.6,2.35,353,0
"Color",105,88,3,40,1000,84300000,90360,1178,0,147,"Approved",2600000,1940,48,7.5,1.37,0,1
"Color",102,325,517,678,12000,1500000,9830,14255,0,189,"R",4.4e+07,1980,849,6.8,2.35,1000,1
"Color",206,102,235,520,956,62318875,156225,2998,1,502,"R",5e+07,2006,845,6.8,2.35,0,1
"Color",159,110,118,287,11000,5773519,28618,12876,2,91,"PG-13",4e+07,2015,1000,6,2.35,11000,1
"Color",137,136,835,225,670,51768623,73006,1801,1,297,"PG-13",4.3e+07,2000,370,7.3,2.35,0,1
"Color",116,103,84,664,12000,37035515,34597,23864,1,194,"PG-13",4.3e+07,2000,10000,6,1.37,0,1
"Color",177,103,255,5000,11000,24520892,85198,22383,1,303,"R",4.5e+07,2005,5000,7,2.35,0,1
"Color",99,90,16,16,44,24430272,46158,132,3,403,"R",4.3e+07,2002,28,5.1,1.85,0,0
"Color",56,154,521,957,10000,158348400,88844,14244,0,142,"R",4.2e+07,1993,1000,6.8,1.85,0,1
"Color",117,99,23,135,405,31136950,47364,1066,1,75,"PG-13",4.4e+07,2010,268,6.5,2.35,0,1
"Color",252,93,165,350,26000,29113588,117999,27834,0,181,"R",4e+07,2011,956,6.6,2.35,16000,1
"Color",375,109,97,839,17000,138447667,408302,19968,2,345,"R",4.2e+07,2012,971,7.2,2.35,39000,1
"Color",150,124,50,427,8000,116006080,203269,9255,1,602,"PG-13",4.2e+07,1999,437,7,2.35,11000,1
"Color",187,84,91,206,579,106793915,140499,1817,0,358,"G",4.5e+07,2000,530,7,1.85,0,1
"Color",108,90,29,650,22000,87856565,106909,24534,1,268,"PG-13",4.2e+07,2004,923,5.9,1.85,0,0
"Color",21,117,71,547,723,70100000,20183,3841,1,41,"R",4e+07,1992,558,5.4,1.85,0,0
"Color",270,123,176,749,975,159578352,133177,4825,7,380,"R",4.3e+07,2013,815,6.6,2.35,24000,1
